atom,x,y,z
C,-17.2493,10.7786,22.1356
C,-18.5815,8.273,22.1356
C,-19.1133,6.9567,22.1356
C,-19.8955,4.2289,22.1356
C,-20.1421,2.8308,22.1356
C,-20.34,0,22.1356
C,-20.2905,-1.4188,22.1356
C,-19.8955,-4.2289,22.1356
C,-19.5521,-5.6065,22.1356
C,-18.5815,-8.273,22.1356
C,-17.9592,-9.5491,22.1356
C,-16.4554,-11.9556,22.1356
C,-15.5813,-13.0743,22.1356
C,-13.6101,-15.1156,22.1356
C,-12.5226,-16.0281,22.1356
C,-10.17,-17.615,22.1356
C,-8.9165,-18.2815,22.1356
C,-6.2854,-19.3445,22.1356
C,-4.9207,-19.7358,22.1356
C,-2.1261,-20.2286,22.1356
C,-0.7099,-20.3276,22.1356
C,2.1261,-20.2286,22.1356
C,3.532,-20.031,22.1356
C,6.2854,-19.3445,22.1356
C,7.6195,-18.8589,22.1356
C,10.17,-17.615,22.1356
C,11.374,-16.8626,22.1356
C,13.6101,-15.1156,22.1356
C,14.6314,-14.1294,22.1356
C,16.4554,-11.9556,22.1356
C,17.2493,-10.7786,22.1356
C,18.5815,-8.273,22.1356
C,19.1133,-6.9567,22.1356
C,19.8955,-4.2289,22.1356
C,20.1421,-2.8308,22.1356
C,20.34,0,22.1356
C,20.2905,1.4188,22.1356
C,19.8955,4.2289,22.1356
C,19.5521,5.6065,22.1356
C,18.5815,8.273,22.1356
C,17.9592,9.5491,22.1356
C,16.4554,11.9556,22.1356
C,15.5813,13.0743,22.1356
C,13.6101,15.1156,22.1356
C,12.5226,16.0281,22.1356
C,10.17,17.615,22.1356
C,8.9165,18.2815,22.1356
C,6.2854,19.3445,22.1356
C,4.9207,19.7358,22.1356
C,2.1261,20.2286,22.1356
C,0.7099,20.3276,22.1356
C,-2.1261,20.2286,22.1356
C,-3.532,20.031,22.1356
C,-8.273,18.5815,23.3654
C,-9.5491,17.9592,23.3654
C,-11.9556,16.4554,23.3654
C,-13.0743,15.5813,23.3654
C,-15.1156,13.6101,23.3654
C,-16.0281,12.5226,23.3654
C,-17.615,10.17,23.3654
C,-18.2815,8.9165,23.3654
C,-19.3445,6.2854,23.3654
C,-19.7358,4.9207,23.3654
C,-20.2286,2.1261,23.3654
C,-20.3276,0.7099,23.3654
C,-20.2286,-2.1261,23.3654
C,-20.031,-3.532,23.3654
C,-19.3445,-6.2854,23.3654
C,-18.8589,-7.6195,23.3654
C,-17.615,-10.17,23.3654
C,-16.8626,-11.374,23.3654
C,-15.1156,-13.6101,23.3654
C,-14.1294,-14.6314,23.3654
C,-11.9556,-16.4554,23.3654
C,-10.7786,-17.2493,23.3654
C,-8.273,-18.5815,23.3654
C,-6.9567,-19.1133,23.3654
C,-4.2289,-19.8955,23.3654
C,-2.8308,-20.1421,23.3654
C,0,-20.34,23.3654
C,1.4188,-20.2905,23.3654
C,4.2289,-19.8955,23.3654
C,5.6065,-19.5521,23.3654
C,8.273,-18.5815,23.3654
C,9.5491,-17.9592,23.3654
C,11.9556,-16.4554,23.3654
C,13.0743,-15.5813,23.3654
C,15.1156,-13.6101,23.3654
C,16.0281,-12.5226,23.3654
C,17.615,-10.17,23.3654
C,18.2815,-8.9165,23.3654
C,19.3445,-6.2854,23.3654
C,19.7358,-4.9207,23.3654
C,20.2286,-2.1261,23.3654
C,20.3276,-0.7099,23.3654
C,20.2286,2.1261,23.3654
C,20.031,3.532,23.3654
C,19.3445,6.2854,23.3654
C,18.8589,7.6195,23.3654
C,17.615,10.17,23.3654
C,16.8626,11.374,23.3654
C,15.1156,13.6101,23.3654
C,14.1294,14.6314,23.3654
C,11.9556,16.4554,23.3654
C,10.7786,17.2493,23.3654
C,8.273,18.5815,23.3654
C,6.9567,19.1133,23.3654
C,4.2289,19.8955,23.3654
C,2.8308,20.1421,23.3654
C,0,20.34,23.3654
C,-1.4188,20.2905,23.3654
C,-4.2289,19.8955,23.3654
C,-5.6065,19.5521,23.3654
C,-10.17,17.615,24.5951
C,-11.374,16.8626,24.5951
C,-13.6101,15.1156,24.5951
C,-14.6314,14.1294,24.5951
C,-16.4554,11.9556,24.5951
C,-17.2493,10.7786,24.5951
C,-18.5815,8.273,24.5951
C,-19.1133,6.9567,24.5951
C,-19.8955,4.2289,24.5951
C,-20.1421,2.8308,24.5951
C,-20.34,0,24.5951
C,-20.2905,-1.4188,24.5951
C,-19.8955,-4.2289,24.5951
C,-19.5521,-5.6065,24.5951
C,-18.5815,-8.273,24.5951
C,-17.9592,-9.5491,24.5951
C,-16.4554,-11.9556,24.5951
C,-15.5813,-13.0743,24.5951
C,-13.6101,-15.1156,24.5951
C,-12.5226,-16.0281,24.5951
C,-10.17,-17.615,24.5951
C,-8.9165,-18.2815,24.5951
C,-6.2854,-19.3445,24.5951
C,-4.9207,-19.7358,24.5951
C,-2.1261,-20.2286,24.5951
C,-0.7099,-20.3276,24.5951
C,2.1261,-20.2286,24.5951
C,3.532,-20.031,24.5951
C,6.2854,-19.3445,24.5951
C,7.6195,-18.8589,24.5951
C,10.17,-17.615,24.5951
C,11.374,-16.8626,24.5951
C,13.6101,-15.1156,24.5951
C,14.6314,-14.1294,24.5951
C,16.4554,-11.9556,24.5951
C,17.2493,-10.7786,24.5951
C,18.5815,-8.273,24.5951
C,19.1133,-6.9567,24.5951
C,19.8955,-4.2289,24.5951
C,20.1421,-2.8308,24.5951
C,20.34,0,24.5951
C,20.2905,1.4188,24.5951
C,19.8955,4.2289,24.5951
C,19.5521,5.6065,24.5951
C,18.5815,8.273,24.5951
C,17.9592,9.5491,24.5951
C,16.4554,11.9556,24.5951
C,15.5813,13.0743,24.5951
C,13.6101,15.1156,24.5951
C,12.5226,16.0281,24.5951
C,10.17,17.615,24.5951
C,8.9165,18.2815,24.5951
C,6.2854,19.3445,24.5951
C,4.9207,19.7358,24.5951
C,2.1261,20.2286,24.5951
C,0.7099,20.3276,24.5951
C,-2.1261,20.2286,24.5951
C,-3.532,20.031,24.5951
C,-6.2854,19.3445,24.5951
C,-7.6195,18.8589,24.5951
C,-11.9556,16.4554,25.8249
C,-13.0743,15.5813,25.8249
C,-15.1156,13.6101,25.8249
C,-16.0281,12.5226,25.8249
C,-17.615,10.17,25.8249
C,-18.2815,8.9165,25.8249
C,-19.3445,6.2854,25.8249
C,-19.7358,4.9207,25.8249
C,-20.2286,2.1261,25.8249
C,-20.3276,0.7099,25.8249
C,-20.2286,-2.1261,25.8249
C,-20.031,-3.532,25.8249
C,-19.3445,-6.2854,25.8249
C,-18.8589,-7.6195,25.8249
C,-17.615,-10.17,25.8249
C,-16.8626,-11.374,25.8249
C,-15.1156,-13.6101,25.8249
C,-14.1294,-14.6314,25.8249
C,-11.9556,-16.4554,25.8249
C,-10.7786,-17.2493,25.8249
C,-8.273,-18.5815,25.8249
C,-6.9567,-19.1133,25.8249
C,-4.2289,-19.8955,25.8249
C,-2.8308,-20.1421,25.8249
C,0,-20.34,25.8249
C,1.4188,-20.2905,25.8249
C,4.2289,-19.8955,25.8249
C,5.6065,-19.5521,25.8249
C,8.273,-18.5815,25.8249
C,9.5491,-17.9592,25.8249
C,11.9556,-16.4554,25.8249
C,13.0743,-15.5813,25.8249
C,15.1156,-13.6101,25.8249
C,16.0281,-12.5226,25.8249
C,17.615,-10.17,25.8249
C,18.2815,-8.9165,25.8249
C,19.3445,-6.2854,25.8249
C,19.7358,-4.9207,25.8249
C,20.2286,-2.1261,25.8249
C,20.3276,-0.7099,25.8249
C,20.2286,2.1261,25.8249
C,20.031,3.532,25.8249
C,19.3445,6.2854,25.8249
C,18.8589,7.6195,25.8249
C,17.615,10.17,25.8249
C,16.8626,11.374,25.8249
C,15.1156,13.6101,25.8249
C,14.1294,14.6314,25.8249
C,11.9556,16.4554,25.8249
C,10.7786,17.2493,25.8249
C,8.273,18.5815,25.8249
C,6.9567,19.1133,25.8249
C,4.2289,19.8955,25.8249
C,2.8308,20.1421,25.8249
C,0,20.34,25.8249
C,-1.4188,20.2905,25.8249
C,-4.2289,19.8955,25.8249
C,-5.6065,19.5521,25.8249
C,-8.273,18.5815,25.8249
C,-9.5491,17.9592,25.8249
C,-13.6101,15.1156,27.0546
C,-14.6314,14.1294,27.0546
C,-16.4554,11.9556,27.0546
C,-17.2493,10.7786,27.0546
C,-18.5815,8.273,27.0546
C,-19.1133,6.9567,27.0546
C,-19.8955,4.2289,27.0546
C,-20.1421,2.8308,27.0546
C,-20.34,0,27.0546
C,-20.2905,-1.4188,27.0546
C,-19.8955,-4.2289,27.0546
C,-19.5521,-5.6065,27.0546
C,-18.5815,-8.273,27.0546
C,-17.9592,-9.5491,27.0546
C,-16.4554,-11.9556,27.0546
C,-15.5813,-13.0743,27.0546
C,-13.6101,-15.1156,27.0546
C,-12.5226,-16.0281,27.0546
C,-10.17,-17.615,27.0546
C,-8.9165,-18.2815,27.0546
C,-6.2854,-19.3445,27.0546
C,-4.9207,-19.7358,27.0546
C,-2.1261,-20.2286,27.0546
C,-0.7099,-20.3276,27.0546
C,2.1261,-20.2286,27.0546
C,3.532,-20.031,27.0546
C,6.2854,-19.3445,27.0546
C,7.6195,-18.8589,27.0546
C,10.17,-17.615,27.0546
C,11.374,-16.8626,27.0546
C,13.6101,-15.1156,27.0546
C,14.6314,-14.1294,27.0546
C,16.4554,-11.9556,27.0546
C,17.2493,-10.7786,27.0546
C,18.5815,-8.273,27.0546
C,19.1133,-6.9567,27.0546
C,19.8955,-4.2289,27.0546
C,20.1421,-2.8308,27.0546
C,20.34,0,27.0546
C,20.2905,1.4188,27.0546
C,19.8955,4.2289,27.0546
C,19.5521,5.6065,27.0546
C,18.5815,8.273,27.0546
C,17.9592,9.5491,27.0546
C,16.4554,11.9556,27.0546
C,15.5813,13.0743,27.0546
C,13.6101,15.1156,27.0546
C,12.5226,16.0281,27.0546
C,10.17,17.615,27.0546
C,8.9165,18.2815,27.0546
C,6.2854,19.3445,27.0546
C,4.9207,19.7358,27.0546
C,2.1261,20.2286,27.0546
C,0.7099,20.3276,27.0546
C,-2.1261,20.2286,27.0546
C,-3.532,20.031,27.0546
C,-6.2854,19.3445,27.0546
C,-7.6195,18.8589,27.0546
C,-10.17,17.615,27.0546
C,-11.374,16.8626,27.0546
C,-15.1156,13.6101,28.2844
C,-16.0281,12.5226,28.2844
C,-17.615,10.17,28.2844
C,-18.2815,8.9165,28.2844
C,-19.3445,6.2854,28.2844
C,-19.7358,4.9207,28.2844
C,-20.2286,2.1261,28.2844
C,-20.3276,0.7099,28.2844
C,-20.2286,-2.1261,28.2844
C,-20.031,-3.532,28.2844
C,-19.3445,-6.2854,28.2844
C,-18.8589,-7.6195,28.2844
C,-17.615,-10.17,28.2844
C,-16.8626,-11.374,28.2844
C,-15.1156,-13.6101,28.2844
C,-14.1294,-14.6314,28.2844
C,-11.9556,-16.4554,28.2844
C,-10.7786,-17.2493,28.2844
C,-8.273,-18.5815,28.2844
C,-6.9567,-19.1133,28.2844
C,-4.2289,-19.8955,28.2844
C,-2.8308,-20.1421,28.2844
C,0,-20.34,28.2844
C,1.4188,-20.2905,28.2844
C,4.2289,-19.8955,28.2844
C,5.6065,-19.5521,28.2844
C,8.273,-18.5815,28.2844
C,9.5491,-17.9592,28.2844
C,11.9556,-16.4554,28.2844
C,13.0743,-15.5813,28.2844
C,15.1156,-13.6101,28.2844
C,16.0281,-12.5226,28.2844
C,17.615,-10.17,28.2844
C,18.2815,-8.9165,28.2844
C,19.3445,-6.2854,28.2844
C,19.7358,-4.9207,28.2844
C,20.2286,-2.1261,28.2844
C,20.3276,-0.7099,28.2844
C,20.2286,2.1261,28.2844
C,20.031,3.532,28.2844
C,19.3445,6.2854,28.2844
C,18.8589,7.6195,28.2844
C,17.615,10.17,28.2844
C,16.8626,11.374,28.2844
C,15.1156,13.6101,28.2844
C,14.1294,14.6314,28.2844
C,11.9556,16.4554,28.2844
C,10.7786,17.2493,28.2844
C,8.273,18.5815,28.2844
C,6.9567,19.1133,28.2844
C,4.2289,19.8955,28.2844
C,2.8308,20.1421,28.2844
C,0,20.34,28.2844
C,-1.4188,20.2905,28.2844
C,-4.2289,19.8955,28.2844
C,-5.6065,19.5521,28.2844
C,-8.273,18.5815,28.2844
C,-9.5491,17.9592,28.2844
C,-11.9556,16.4554,28.2844
C,-13.0743,15.5813,28.2844
C,-16.4554,11.9556,29.5141
C,-17.2493,10.7786,29.5141
C,-18.5815,8.273,29.5141
C,-19.1133,6.9567,29.5141
C,-19.8955,4.2289,29.5141
C,-20.1421,2.8308,29.5141
C,-20.34,0,29.5141
C,-20.2905,-1.4188,29.5141
C,-19.8955,-4.2289,29.5141
C,-19.5521,-5.6065,29.5141
C,-18.5815,-8.273,29.5141
C,-17.9592,-9.5491,29.5141
C,-16.4554,-11.9556,29.5141
C,-15.5813,-13.0743,29.5141
C,-13.6101,-15.1156,29.5141
C,-12.5226,-16.0281,29.5141
C,-10.17,-17.615,29.5141
C,-8.9165,-18.2815,29.5141
C,-6.2854,-19.3445,29.5141
C,-4.9207,-19.7358,29.5141
C,-2.1261,-20.2286,29.5141
C,-0.7099,-20.3276,29.5141
C,2.1261,-20.2286,29.5141
C,3.532,-20.031,29.5141
C,6.2854,-19.3445,29.5141
C,7.6195,-18.8589,29.5141
C,10.17,-17.615,29.5141
C,11.374,-16.8626,29.5141
C,13.6101,-15.1156,29.5141
C,14.6314,-14.1294,29.5141
C,16.4554,-11.9556,29.5141
C,17.2493,-10.7786,29.5141
C,18.5815,-8.273,29.5141
C,19.1133,-6.9567,29.5141
C,19.8955,-4.2289,29.5141
C,20.1421,-2.8308,29.5141
C,20.34,0,29.5141
C,20.2905,1.4188,29.5141
C,19.8955,4.2289,29.5141
C,19.5521,5.6065,29.5141
C,18.5815,8.273,29.5141
C,17.9592,9.5491,29.5141
C,16.4554,11.9556,29.5141
C,15.5813,13.0743,29.5141
C,13.6101,15.1156,29.5141
C,12.5226,16.0281,29.5141
C,10.17,17.615,29.5141
C,8.9165,18.2815,29.5141
C,6.2854,19.3445,29.5141
C,4.9207,19.7358,29.5141
C,2.1261,20.2286,29.5141
C,0.7099,20.3276,29.5141
C,-2.1261,20.2286,29.5141
C,-3.532,20.031,29.5141
C,-6.2854,19.3445,29.5141
C,-7.6195,18.8589,29.5141
C,-10.17,17.615,29.5141
C,-11.374,16.8626,29.5141
C,-13.6101,15.1156,29.5141
C,-14.6314,14.1294,29.5141
C,-17.615,10.17,30.7439
C,-18.2815,8.9165,30.7439
C,-19.3445,6.2854,30.7439
C,-19.7358,4.9207,30.7439
C,-20.2286,2.1261,30.7439
C,-20.3276,0.7099,30.7439
C,-20.2286,-2.1261,30.7439
C,-20.031,-3.532,30.7439
C,-19.3445,-6.2854,30.7439
C,-18.8589,-7.6195,30.7439
C,-17.615,-10.17,30.7439
C,-16.8626,-11.374,30.7439
C,-15.1156,-13.6101,30.7439
C,-14.1294,-14.6314,30.7439
C,-11.9556,-16.4554,30.7439
C,-10.7786,-17.2493,30.7439
C,-8.273,-18.5815,30.7439
C,-6.9567,-19.1133,30.7439
C,-4.2289,-19.8955,30.7439
C,-2.8308,-20.1421,30.7439
C,0,-20.34,30.7439
C,1.4188,-20.2905,30.7439
C,4.2289,-19.8955,30.7439
C,5.6065,-19.5521,30.7439
C,8.273,-18.5815,30.7439
C,9.5491,-17.9592,30.7439
C,11.9556,-16.4554,30.7439
C,13.0743,-15.5813,30.7439
C,15.1156,-13.6101,30.7439
C,16.0281,-12.5226,30.7439
C,17.615,-10.17,30.7439
C,18.2815,-8.9165,30.7439
C,19.3445,-6.2854,30.7439
C,19.7358,-4.9207,30.7439
C,20.2286,-2.1261,30.7439
C,20.3276,-0.7099,30.7439
C,20.2286,2.1261,30.7439
C,20.031,3.532,30.7439
C,19.3445,6.2854,30.7439
C,18.8589,7.6195,30.7439
C,17.615,10.17,30.7439
C,16.8626,11.374,30.7439
C,15.1156,13.6101,30.7439
C,14.1294,14.6314,30.7439
C,11.9556,16.4554,30.7439
C,10.7786,17.2493,30.7439
C,8.273,18.5815,30.7439
C,6.9567,19.1133,30.7439
C,4.2289,19.8955,30.7439
C,2.8308,20.1421,30.7439
C,0,20.34,30.7439
C,-1.4188,20.2905,30.7439
C,-4.2289,19.8955,30.7439
C,-5.6065,19.5521,30.7439
C,-8.273,18.5815,30.7439
C,-9.5491,17.9592,30.7439
C,-11.9556,16.4554,30.7439
C,-13.0743,15.5813,30.7439
C,-15.1156,13.6101,30.7439
C,-16.0281,12.5226,30.7439
C,-18.5815,8.273,31.9737
C,-19.1133,6.9567,31.9737
C,-19.8955,4.2289,31.9737
C,-20.1421,2.8308,31.9737
C,-20.34,0,31.9737
C,-20.2905,-1.4188,31.9737
C,-19.8955,-4.2289,31.9737
C,-19.5521,-5.6065,31.9737
C,-18.5815,-8.273,31.9737
C,-17.9592,-9.5491,31.9737
C,-16.4554,-11.9556,31.9737
C,-15.5813,-13.0743,31.9737
C,-13.6101,-15.1156,31.9737
C,-12.5226,-16.0281,31.9737
C,-10.17,-17.615,31.9737
C,-8.9165,-18.2815,31.9737
C,-6.2854,-19.3445,31.9737
C,-4.9207,-19.7358,31.9737
C,-2.1261,-20.2286,31.9737
C,-0.7099,-20.3276,31.9737
C,2.1261,-20.2286,31.9737
C,3.532,-20.031,31.9737
C,6.2854,-19.3445,31.9737
C,7.6195,-18.8589,31.9737
C,10.17,-17.615,31.9737
C,11.374,-16.8626,31.9737
C,13.6101,-15.1156,31.9737
C,14.6314,-14.1294,31.9737
C,16.4554,-11.9556,31.9737
C,17.2493,-10.7786,31.9737
C,18.5815,-8.273,31.9737
C,19.1133,-6.9567,31.9737
C,19.8955,-4.2289,31.9737
C,20.1421,-2.8308,31.9737
C,20.34,0,31.9737
C,20.2905,1.4188,31.9737
C,19.8955,4.2289,31.9737
C,19.5521,5.6065,31.9737
C,18.5815,8.273,31.9737
C,17.9592,9.5491,31.9737
C,16.4554,11.9556,31.9737
C,15.5813,13.0743,31.9737
C,13.6101,15.1156,31.9737
C,12.5226,16.0281,31.9737
C,10.17,17.615,31.9737
C,8.9165,18.2815,31.9737
C,6.2854,19.3445,31.9737
C,4.9207,19.7358,31.9737
C,2.1261,20.2286,31.9737
C,0.7099,20.3276,31.9737
C,-2.1261,20.2286,31.9737
C,-3.532,20.031,31.9737
C,-6.2854,19.3445,31.9737
C,-7.6195,18.8589,31.9737
C,-10.17,17.615,31.9737
C,-11.374,16.8626,31.9737
C,-13.6101,15.1156,31.9737
C,-14.6314,14.1294,31.9737
C,-16.4554,11.9556,31.9737
C,-17.2493,10.7786,31.9737
C,-19.3445,6.2854,33.2034
C,-19.7358,4.9207,33.2034
C,-20.2286,2.1261,33.2034
C,-20.3276,0.7099,33.2034
C,-20.2286,-2.1261,33.2034
C,-20.031,-3.532,33.2034
C,-19.3445,-6.2854,33.2034
C,-18.8589,-7.6195,33.2034
C,-17.615,-10.17,33.2034
C,-16.8626,-11.374,33.2034
C,-15.1156,-13.6101,33.2034
C,-14.1294,-14.6314,33.2034
C,-11.9556,-16.4554,33.2034
C,-10.7786,-17.2493,33.2034
C,-8.273,-18.5815,33.2034
C,-6.9567,-19.1133,33.2034
C,-4.2289,-19.8955,33.2034
C,-2.8308,-20.1421,33.2034
C,0,-20.34,33.2034
C,1.4188,-20.2905,33.2034
C,4.2289,-19.8955,33.2034
C,5.6065,-19.5521,33.2034
C,8.273,-18.5815,33.2034
C,9.5491,-17.9592,33.2034
C,11.9556,-16.4554,33.2034
C,13.0743,-15.5813,33.2034
C,15.1156,-13.6101,33.2034
C,16.0281,-12.5226,33.2034
C,17.615,-10.17,33.2034
C,18.2815,-8.9165,33.2034
C,19.3445,-6.2854,33.2034
C,19.7358,-4.9207,33.2034
C,20.2286,-2.1261,33.2034
C,20.3276,-0.7099,33.2034
C,20.2286,2.1261,33.2034
C,20.031,3.532,33.2034
C,19.3445,6.2854,33.2034
C,18.8589,7.6195,33.2034
C,17.615,10.17,33.2034
C,16.8626,11.374,33.2034
C,15.1156,13.6101,33.2034
C,14.1294,14.6314,33.2034
C,11.9556,16.4554,33.2034
C,10.7786,17.2493,33.2034
C,8.273,18.5815,33.2034
C,6.9567,19.1133,33.2034
C,4.2289,19.8955,33.2034
C,2.8308,20.1421,33.2034
C,0,20.34,33.2034
C,-1.4188,20.2905,33.2034
C,-4.2289,19.8955,33.2034
C,-5.6065,19.5521,33.2034
C,-8.273,18.5815,33.2034
C,-9.5491,17.9592,33.2034
C,-11.9556,16.4554,33.2034
C,-13.0743,15.5813,33.2034
C,-15.1156,13.6101,33.2034
C,-16.0281,12.5226,33.2034
C,-17.615,10.17,33.2034
C,-18.2815,8.9165,33.2034
C,-19.8955,4.2289,34.4332
C,-20.1421,2.8308,34.4332
C,-20.34,0,34.4332
C,-20.2905,-1.4188,34.4332
C,-19.8955,-4.2289,34.4332
C,-19.5521,-5.6065,34.4332
C,-18.5815,-8.273,34.4332
C,-17.9592,-9.5491,34.4332
C,-16.4554,-11.9556,34.4332
C,-15.5813,-13.0743,34.4332
C,-13.6101,-15.1156,34.4332
C,-12.5226,-16.0281,34.4332
C,-10.17,-17.615,34.4332
C,-8.9165,-18.2815,34.4332
C,-6.2854,-19.3445,34.4332
C,-4.9207,-19.7358,34.4332
C,-2.1261,-20.2286,34.4332
C,-0.7099,-20.3276,34.4332
C,2.1261,-20.2286,34.4332
C,3.532,-20.031,34.4332
C,6.2854,-19.3445,34.4332
C,7.6195,-18.8589,34.4332
C,10.17,-17.615,34.4332
C,11.374,-16.8626,34.4332
C,13.6101,-15.1156,34.4332
C,14.6314,-14.1294,34.4332
C,16.4554,-11.9556,34.4332
C,17.2493,-10.7786,34.4332
C,18.5815,-8.273,34.4332
C,19.1133,-6.9567,34.4332
C,19.8955,-4.2289,34.4332
C,20.1421,-2.8308,34.4332
C,20.34,0,34.4332
C,20.2905,1.4188,34.4332
C,19.8955,4.2289,34.4332
C,19.5521,5.6065,34.4332
C,18.5815,8.273,34.4332
C,17.9592,9.5491,34.4332
C,16.4554,11.9556,34.4332
C,15.5813,13.0743,34.4332
C,13.6101,15.1156,34.4332
C,12.5226,16.0281,34.4332
C,10.17,17.615,34.4332
C,8.9165,18.2815,34.4332
C,6.2854,19.3445,34.4332
C,4.9207,19.7358,34.4332
C,2.1261,20.2286,34.4332
C,0.7099,20.3276,34.4332
C,-2.1261,20.2286,34.4332
C,-3.532,20.031,34.4332
C,-6.2854,19.3445,34.4332
C,-7.6195,18.8589,34.4332
C,-10.17,17.615,34.4332
C,-11.374,16.8626,34.4332
C,-13.6101,15.1156,34.4332
C,-14.6314,14.1294,34.4332
C,-16.4554,11.9556,34.4332
C,-17.2493,10.7786,34.4332
C,-18.5815,8.273,34.4332
C,-19.1133,6.9567,34.4332
C,-20.2286,2.1261,35.6629
C,-20.3276,0.7099,35.6629
C,-20.2286,-2.1261,35.6629
C,-20.031,-3.532,35.6629
C,-19.3445,-6.2854,35.6629
C,-18.8589,-7.6195,35.6629
C,-17.615,-10.17,35.6629
C,-16.8626,-11.374,35.6629
C,-15.1156,-13.6101,35.6629
C,-14.1294,-14.6314,35.6629
C,-11.9556,-16.4554,35.6629
C,-10.7786,-17.2493,35.6629
C,-8.273,-18.5815,35.6629
C,-6.9567,-19.1133,35.6629
C,-4.2289,-19.8955,35.6629
C,-2.8308,-20.1421,35.6629
C,0,-20.34,35.6629
C,1.4188,-20.2905,35.6629
C,4.2289,-19.8955,35.6629
C,5.6065,-19.5521,35.6629
C,8.273,-18.5815,35.6629
C,9.5491,-17.9592,35.6629
C,11.9556,-16.4554,35.6629
C,13.0743,-15.5813,35.6629
C,15.1156,-13.6101,35.6629
C,16.0281,-12.5226,35.6629
C,17.615,-10.17,35.6629
C,18.2815,-8.9165,35.6629
C,19.3445,-6.2854,35.6629
C,19.7358,-4.9207,35.6629
C,20.2286,-2.1261,35.6629
C,20.3276,-0.7099,35.6629
C,20.2286,2.1261,35.6629
C,20.031,3.532,35.6629
C,19.3445,6.2854,35.6629
C,18.8589,7.6195,35.6629
C,17.615,10.17,35.6629
C,16.8626,11.374,35.6629
C,15.1156,13.6101,35.6629
C,14.1294,14.6314,35.6629
C,11.9556,16.4554,35.6629
C,10.7786,17.2493,35.6629
C,8.273,18.5815,35.6629
C,6.9567,19.1133,35.6629
C,4.2289,19.8955,35.6629
C,2.8308,20.1421,35.6629
C,0,20.34,35.6629
C,-1.4188,20.2905,35.6629
C,-4.2289,19.8955,35.6629
C,-5.6065,19.5521,35.6629
C,-8.273,18.5815,35.6629
C,-9.5491,17.9592,35.6629
C,-11.9556,16.4554,35.6629
C,-13.0743,15.5813,35.6629
C,-15.1156,13.6101,35.6629
C,-16.0281,12.5226,35.6629
C,-17.615,10.17,35.6629
C,-18.2815,8.9165,35.6629
C,-19.3445,6.2854,35.6629
C,-19.7358,4.9207,35.6629
C,-20.34,0,36.8927
C,-20.2905,-1.4188,36.8927
C,-19.8955,-4.2289,36.8927
C,-19.5521,-5.6065,36.8927
C,-18.5815,-8.273,36.8927
C,-17.9592,-9.5491,36.8927
C,-16.4554,-11.9556,36.8927
C,-15.5813,-13.0743,36.8927
C,-13.6101,-15.1156,36.8927
C,-12.5226,-16.0281,36.8927
C,-10.17,-17.615,36.8927
C,-8.9165,-18.2815,36.8927
C,-6.2854,-19.3445,36.8927
C,-4.9207,-19.7358,36.8927
C,-2.1261,-20.2286,36.8927
C,-0.7099,-20.3276,36.8927
C,2.1261,-20.2286,36.8927
C,3.532,-20.031,36.8927
C,6.2854,-19.3445,36.8927
C,7.6195,-18.8589,36.8927
C,10.17,-17.615,36.8927
C,11.374,-16.8626,36.8927
C,13.6101,-15.1156,36.8927
C,14.6314,-14.1294,36.8927
C,16.4554,-11.9556,36.8927
C,17.2493,-10.7786,36.8927
C,18.5815,-8.273,36.8927
C,19.1133,-6.9567,36.8927
C,19.8955,-4.2289,36.8927
C,20.1421,-2.8308,36.8927
C,20.34,0,36.8927
C,20.2905,1.4188,36.8927
C,19.8955,4.2289,36.8927
C,19.5521,5.6065,36.8927
C,18.5815,8.273,36.8927
C,17.9592,9.5491,36.8927
C,16.4554,11.9556,36.8927
C,15.5813,13.0743,36.8927
C,13.6101,15.1156,36.8927
C,12.5226,16.0281,36.8927
C,10.17,17.615,36.8927
C,8.9165,18.2815,36.8927
C,6.2854,19.3445,36.8927
C,4.9207,19.7358,36.8927
C,2.1261,20.2286,36.8927
C,0.7099,20.3276,36.8927
C,-2.1261,20.2286,36.8927
C,-3.532,20.031,36.8927
C,-6.2854,19.3445,36.8927
C,-7.6195,18.8589,36.8927
C,-10.17,17.615,36.8927
C,-11.374,16.8626,36.8927
C,-13.6101,15.1156,36.8927
C,-14.6314,14.1294,36.8927
C,-16.4554,11.9556,36.8927
C,-17.2493,10.7786,36.8927
C,-18.5815,8.273,36.8927
C,-19.1133,6.9567,36.8927
C,-19.8955,4.2289,36.8927
C,-20.1421,2.8308,36.8927
C,-20.2286,-2.1261,38.1224
C,-20.031,-3.532,38.1224
C,-19.3445,-6.2854,38.1224
C,-18.8589,-7.6195,38.1224
C,-17.615,-10.17,38.1224
C,-16.8626,-11.374,38.1224
C,-15.1156,-13.6101,38.1224
C,-14.1294,-14.6314,38.1224
C,-11.9556,-16.4554,38.1224
C,-10.7786,-17.2493,38.1224
C,-8.273,-18.5815,38.1224
C,-6.9567,-19.1133,38.1224
C,-4.2289,-19.8955,38.1224
C,-2.8308,-20.1421,38.1224
C,0,-20.34,38.1224
C,1.4188,-20.2905,38.1224
C,4.2289,-19.8955,38.1224
C,5.6065,-19.5521,38.1224
C,8.273,-18.5815,38.1224
C,9.5491,-17.9592,38.1224
C,11.9556,-16.4554,38.1224
C,13.0743,-15.5813,38.1224
C,15.1156,-13.6101,38.1224
